KD_OBAT,NAMA,Category,Subcategory,BrandGroup,Manufacturer
R-3884,Infus Set Makrodrip Stardec,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3885,Infus set Microdrip Otsuka,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3886,Infus Set Mikro ,Medical Supplies & Devices,Medical Supply,Infus,P-000
R-3887,Integra ALP IFCC/@ 200 test,Medical Supplies & Devices,Other,Integra,P-000
R-3888,Integra ALP2S/@ 250 test,Medical Supplies & Devices,Other,Integra,P-000
R-3889,Integra ALT-L/@ 500 test,Medical Supplies & Devices,Other,Integra,P-000
R-3890,Integra AST - L/@ 500 TEST,Medical Supplies & Devices,Other,Integra,P-000
R-3891,Integra BILD/@ 350 test,Medical Supplies & Devices,Other,Integra,P-000
R-3892,Integra BIL-T/@ 250 test,Medical Supplies & Devices,Other,Integra,P-000
R-3893,Integra C.F.A.S 12 x 3ml,General Medicine,Other,Integra,P-000
R-3894,Integra Calibrator for Auto sys 10x3ml,General Medicine,Other,Integra,P-000
R-3895,Integra CHOL2/@ 400 test,Medical Supplies & Devices,Other,Integra,P-000
R-3896,Integra Cleaner Cassette/@ 150 test,Medical Supplies & Devices,Other,Integra,P-000
R-3897,Integra Cleaner HCL,General Medicine,Other,Integra,P-000
R-3898,Integra Cobas Lipids 3 x 1ml,General Medicine,Other,Integra,P-000
R-3899,Integra CREP2/@ 250 test,Medical Supplies & Devices,Other,Integra,P-000
R-3900,Integra GGT2/@ 400 test,Medical Supplies & Devices,Other,Integra,P-000
R-3901,Integra GLUC2/@ 200 test,Medical Supplies & Devices,Other,Integra,P-000
R-3902,Integra GLUC3/@ 800 test,Medical Supplies & Devices,Other,Integra,P-000
R-3903,Integra HDL-C/@ 200 test,Medical Supplies & Devices,Other,Integra,P-000
R-3904,Integra Ise Deprotein 21ml ,General Medicine,Other,Integra,P-000
R-3905,Integra LDL-C/@ 175 test,Medical Supplies & Devices,Other,Integra,P-000
R-3906,Integra Microcuvetten/@ 1000 pcs,Medical Supplies & Devices,Medical Supply,Integra,P-000
R-3907,Integra TRIGL/@ 250 test,Medical Supplies & Devices,Other,Integra,P-000
R-3908,Integra UA2 @ 400 test,Medical Supplies & Devices,Other,Integra,P-000
R-3909,Integra UAC,General Medicine,Other,Integra,P-000
R-3910,Integra UREAL @ 500 test,Medical Supplies & Devices,Other,Integra,P-000
R-3911,Intrafix Air Pediatri,Medical Supplies & Devices,Medical Supply,Intrafix,P-000
R-3912,Intrafix Safeset 18 BBraun,Medical Supplies & Devices,Medical Supply,Intrafix,P-000
R-3913,Introcan G18 x 1 1/4,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3914,Introcan G18x 1 3/4,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3915,Introcan G20 x 1 1/4,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3916,Introcan G22 x 1,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3917,Introcan G24 x 3/4,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3918,Introcan Safety G18 x 1 1/4,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3919,Introcan Safety G20 x 1 1/4,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3920,Introcan Safety G22 x 1,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3921,Introcan Safety G24 x 3/4,Medical Supplies & Devices,Medical Supply,Introcan,P-000
R-3922,Intubation Stylet M,Medical Supplies & Devices,Medical Supply,Intubation,P-000
R-3923,Inverted Cene Bur 805 14 Ed,General Medicine,Other,Inverted,P-000
R-3924,Iodium 1% 1000ml,General Medicine,Other,Iodium,P-000
R-3925,Iodosorb Powder,General Medicine,Other,Iodosorb,P-000
R-3926,Ionocell Septodont,General Medicine,Other,Ionocell,P-000
R-3927,Ionomer Fuji II LC,General Medicine,Other,Ionomer,P-000
R-3928,Isoflurane 250ml,Respiratory & Allergy,Other,Isoflurane,P-000
R-3929,IUD Nova-T,General Medicine,Other,Iud,P-000
R-3930,IV Canula No. 22 AMS,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3931,IV Catheter No. 14 Terumo,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3932,IV Catheter No. 16 Terumo,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3933,IV Catheter No. 18 Jelco,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3934,IV Catheter No. 18 Terumo,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3935,IV Catheter No. 20 Jelco,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3936,IV Catheter No. 20 Terumo,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3937,IV Catheter No. 22,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3938,IV Catheter No. 22 Jelco,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3939,IV Catheter No. 22 Terumo,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3940,IV Catheter No. 24 Nipro,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3941,IV Catheter No. 24 Terumo,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3942,IV Catheter Surflo No. 26 Terumo,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3943,IV Catheter Surflo No.18 Terumo,Medical Supplies & Devices,Other,Iv,P-000
R-3944,IV Flow Regulator ( AMS ),Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3945,IV Otsucath No.20,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3946,IV Otsucath No.22,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3947,IV Otsucath No.24,Medical Supplies & Devices,Medical Supply,Iv,P-000
R-3948,Jarum Citoject,Medical Supplies & Devices,Medical Supply,Jarum,P-000
R-3949,Kapas  1 kg,General Medicine,Other,Kapas,P-000
R-3950,Kapas 25 gr Onemed,General Medicine,Other,Kapas,P-000
R-3951,Kapas 250gr,General Medicine,Other,Kapas,P-000
R-3952,Kapas 500gr,General Medicine,Other,Kapas,P-000
R-3953,Kapas 50gr,General Medicine,Other,Kapas,P-000
R-3954,Kapas HM Husada  1 kg,General Medicine,Other,Kapas,P-000
R-3955,Kapasindo 500gr,General Medicine,Other,Kapasindo,P-000
R-3956,Karet Penghisap LED,Medical Supplies & Devices,Medical Supply,Karet,P-000
R-3957,Kartu Gol Darah,General Medicine,Other,Kartu,P-000
R-3958,Kasa Hydrofil Biru 42 Y BSN,General Medicine,Other,Kasa,P-000
R-3959,Kasa Hydrofil BSN 29 y (110 x 26.5),General Medicine,Other,Kasa,P-000
R-3960,Kasa Hydrofil DRC 40 x 80,General Medicine,Other,Kasa,P-000
R-3961,Kasa hydrofil Propax biru,General Medicine,Other,Kasa,P-000
R-3962,Kasa Hydrofil S & N 29y,General Medicine,Other,Kasa,P-000
R-3963,Kasa Hydrofil Solamed,General Medicine,Other,Kasa,P-000
R-3964,Kasa Hydrofill 40 x 80 Bodylab,General Medicine,Other,Kasa,P-000
R-3965,Kasa Medifil 40y x 80cm S26,General Medicine,Other,Kasa,P-000
R-3966,Kasa Rosarum,General Medicine,Other,Kasa,P-000
R-3967,Kasa Steril,General Medicine,Other,Kasa,P-000
R-3968,Kasa Steril HM Husada,General Medicine,Other,Kasa,P-000
R-3969,Kassa Hydrofil 40 x 80 Husada,General Medicine,Other,Kassa,P-000
R-3970,Kassa Hydrofil 40 x 80 Onemed,General Medicine,Other,Kassa,P-000
R-3971,Kertas Refraksi,Medical Supplies & Devices,Other,Kertas,P-000
R-3972,KOH 10% 100ml,General Medicine,Other,Koh,P-000
R-3973,Kontras Iopamiro 300-30ml,Injectables & Hospital Care,Vial/Injection,Kontras,P-000
R-3974,Kontras Iopamiro 370-30ml,Injectables & Hospital Care,Vial/Injection,Kontras,P-000
R-3975,Kontras Iopamiro 370-50ml,Injectables & Hospital Care,Vial/Injection,Kontras,P-000
R-3976,Kontras Ultravist-300 20ml,Injectables & Hospital Care,Vial/Injection,Kontras,P-000
R-3977,Lampu Halogen 12V 100watt,Injectables & Hospital Care,Vial/Injection,Lampu,P-000
R-3978,Lampu Laryngoscope Reister,Medical Supplies & Devices,Medical Supply,Lampu,P-000
R-3979,Lampu Turbin Phillips 24V 150W,Medical Supplies & Devices,Medical Supply,Lampu,P-000
R-3980,Lancet Blue BD 200 pcs,Medical Supplies & Devices,Medical Supply,Lancet,P-000
R-3981,Lancet Stainlless,Medical Supplies & Devices,Medical Supply,Lancet,P-000
R-3982,Laparatomi Sponges 35 x 35,General Medicine,Other,Laparatomi,P-000
R-3983,Larutan Benedict 0190544-A (500ml),General Medicine,Other,Larutan,P-000
R-3984,Larutan Eosin 2% 100ml,General Medicine,Other,Larutan,P-000
R-3985,Latex Breathing Bag 0,Medical Supplies & Devices,Medical Supply,Latex,P-000
R-3986,LDH 021,General Medicine,Other,Ldh,P-000
R-3987,LDH RNI ,General Medicine,Other,Ldh,P-000
R-3988,Leucodur 4inch,General Medicine,Other,Leucodur,P-000
R-3989,Leucodur 6 inch,General Medicine,Other,Leucodur,P-000
R-3990,Leucofix 0.5 inch,General Medicine,Other,Leucofix,P-000
R-3991,Leucofix 2137 (1 x 10),General Medicine,Other,Leucofix,P-000
R-3992,Leukocrepe 4 Inchi,General Medicine,Other,Leukocrepe,P-000
R-3993,Leukocrepe 6 Inchi,General Medicine,Other,Leukocrepe,P-000
R-3994,Leukodur 3 Inchi,General Medicine,Other,Leukodur,P-000
R-3995,Leukoplast 0,General Medicine,Other,Leukoplast,P-000
R-3996,Lina Pen Single Use 516,Medical Supplies & Devices,Medical Supply,Lina,P-000
R-3997,LMA NO. 2,Medical Supplies & Devices,Medical Supply,Lma,P-000
R-3998,LMA Supreme 3,Medical Supplies & Devices,Medical Supply,Lma,P-000
R-3999,LMA Supreme 4,Medical Supplies & Devices,Medical Supply,Lma,P-000
R-4000,LMA Supreme 5,Medical Supplies & Devices,Medical Supply,Lma,P-000
R-4001,LMA Unique No. 1,Medical Supplies & Devices,Medical Supply,Lma,P-000
R-4002,LMA Unique No. 2,Medical Supplies & Devices,Medical Supply,Lma,P-000
R-4003,LMA Unique No. 4,Medical Supplies & Devices,Medical Supply,Lma,P-000
R-4004,LMA Unique No. 5,Medical Supplies & Devices,Medical Supply,Lma,P-000
R-4005,Luer Adapter,Medical Supplies & Devices,Medical Supply,Luer,P-000
R-4006,Lytic Solution 1 liter Orphee,General Medicine,Other,Lytic,P-000
R-4007,M-30 D Diluent Mindray 20 ltr,General Medicine,Other,M,P-000
R-4008,M-30 D Rinse MIndray 20 ltr,General Medicine,Other,M,P-000
R-4009,M-30 L Lyse 500ml Mindray,General Medicine,Other,M,P-000
R-4010,"Manset Anak ""MAIDEN"",",General Medicine,Other,Manset,54000
R-4011,Manset Tensimeter,Medical Supplies & Devices,Medical Supply,Manset,P-000
R-4012,Mantoux Test (PPDRT23),Medical Supplies & Devices,Vial/Injection,Mantoux,P-000
R-4013,Masker Indomask @ 50 pcs,Medical Supplies & Devices,Medical Supply,Masker,P-000
R-4014,Masker Jeva 50 pcs,Medical Supplies & Devices,Medical Supply,Masker,P-000
R-4015,Masker Stardec 50 pcs,Medical Supplies & Devices,Medical Supply,Masker,P-000
R-4016,Masker Surgimask 50 pcs,Medical Supplies & Devices,Medical Supply,Masker,P-000
R-4017,Mechanical Pipettors biohit,General Medicine,Other,Mechanical,P-000
R-4018,Medicem Ionomer Promedika,General Medicine,Other,Medicem,P-000
R-4019,Membran + Ring Stetoscope Littman,General Medicine,Other,Membran,P-000
R-4020,Mersilene,Medical Supplies & Devices,Medical Supply,Mersilene,P-000
R-4021,Mess No.10 Aesculap,Medical Supplies & Devices,Medical Supply,Mess,P-000
R-4022,Mess No.11 Aesculap,Medical Supplies & Devices,Medical Supply,Mess,P-000
R-4023,Mess No.15 Aesculap,Medical Supplies & Devices,Medical Supply,Mess,P-000
R-4024,Mess No.21 Aesculap,Medical Supplies & Devices,Medical Supply,Mess,P-000
R-4025,Methanol,General Medicine,Other,Methanol,P-000
R-4026,Methylene Blue,General Medicine,Other,Methylene,P-000
R-4027,Micro Fen (BD),Medical Supplies & Devices,Medical Supply,Micro,P-000
R-4028,Microbar 3,General Medicine,Other,Microbar,P-000
R-4029,Microgard Tube EDTA BD @ 50 pcs,Medical Supplies & Devices,Medical Supply,Microgard,P-000
R-4030,Micropipet 500uL,Medical Supplies & Devices,Medical Supply,Micropipet,P-000
R-4031,Micropipet Acura 1000uL,Medical Supplies & Devices,Medical Supply,Micropipet,P-000
R-4032,Micropore 1 Inchi (Dispenser),General Medicine,Other,Micropore,P-000
R-4033,Micropore 1 Inchi (Non Dispenser),General Medicine,Other,Micropore,P-000
R-4034,Microshield_2 500ml,General Medicine,Other,Microshield,P-000
R-4035,MIcroshield-4,General Medicine,Other,Microshield,P-000
R-4036,Mino Scrub 1000 ml,General Medicine,Other,Mino,P-000
R-4037,Mino Scrub 5000ml,General Medicine,Other,Mino,P-000
R-4038,Minoshil Handrub 1 Liter,General Medicine,Other,Minoshil,P-000
R-4039,"Miracle Mix ""GC"",",General Medicine,Other,Miracle,1122000
R-4040,MOP Acon Device @ 40 Strip,Medical Supplies & Devices,Other,Mop,P-000
R-4041,Mortir + Stampler 10cm,Injectables & Hospital Care,Vial/Injection,Mortir,P-000
R-4042,Mortir + Stampler 15cm,Injectables & Hospital Care,Vial/Injection,Mortir,P-000
R-4043,Mouthpice-100,Medical Supplies & Devices,Medical Supply,Mouthpice,P-000
R-4044,Nald 18G x 11/2 Terumo,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4045,Nald 20G x 11/2 Terumo,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4046,Nald 21G x 11/2 Terumo,General Medicine,Other,Nald,P-000
R-4047,Nald 23G x 1 1/2 (Terumo),Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4048,Nald 23G x 1 1/4 (BD),Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4049,Nald 23G x 11/4 Terumo,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4050,Nald 25G x 1 (BD),Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4051,Nald 25G x 1 (Terumo),Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4052,Nald 25G x 5/8 (Terumo),Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4053,Nald 27G x 1/2 (Terumo),Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4054,Nald Heacting G/R 10 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4055,Nald Heacting G/R 10 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4056,Nald Heacting G/R 11,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4057,Nald Heacting G/R 11 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4058,Nald Heacting G/R 12 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4059,Nald Heacting G/R 12 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4060,Nald Heacting G/R 14 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4061,Nald Heacting G/R 14 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4062,Nald Heacting G/R 15,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4063,Nald Heacting G/R 15 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4064,Nald Heacting G/R 8 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4065,Nald Heacting G/R 8 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4066,Nald Heacting G/R 9,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4067,Nald Heacting G/T 10 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4068,Nald Heacting G/T 10 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4069,Nald Heacting G/T 11,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4070,Nald Heacting G/T 11 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4071,Nald Heacting G/T 12 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4072,Nald Heacting G/T 12 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4073,Nald Heacting G/T 13 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4074,Nald Heacting G/T 14,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4075,Nald Heacting G/T 14 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4076,Nald Heacting G/T 14 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4077,Nald Heacting G/T 15 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4078,Nald Heacting G/T 15 unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4079,Nald Heacting G/T 16 Unimed,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4080,Nald Heacting G/T 8 Remedi,Medical Supplies & Devices,Medical Supply,Nald,P-000
R-4081,Nasal O2 Canula Adult ,Medical Supplies & Devices,Medical Supply,Nasal,P-000
R-4082,Nasal O2 Canula Anak,Medical Supplies & Devices,Medical Supply,Nasal,P-000
R-4083,Nasal O2 Canula Infant,Medical Supplies & Devices,Medical Supply,Nasal,P-000
R-4084,Nasal O2 Canula Pedia (GP Care),Medical Supplies & Devices,Medical Supply,Nasal,P-000
R-4085,Nasal Oksigen Canula Dws AMS,Medical Supplies & Devices,Medical Supply,Nasal,P-000
R-4086,Natrium Citrate 3.8 %,General Medicine,Other,Natrium,P-000
R-4087,Nebulizer Mask Adult,Medical Supplies & Devices,Medical Supply,Nebulizer,P-000
R-4088,Needle Flashback 22 x 1 BD,Medical Supplies & Devices,Medical Supply,Needle,P-000
R-4089,Needle Holder BM 022 R,Medical Supplies & Devices,Medical Supply,Needle,P-000
R-4090,Needle Holder BM 077 R,Medical Supplies & Devices,Medical Supply,Needle,P-000
R-4091,Needle Novofine @ 100 pcs,Medical Supplies & Devices,Medical Supply,Needle,P-000
R-4092,Nelaton Cath No. 12,Medical Supplies & Devices,Medical Supply,Nelaton,P-000
R-4093,Nelaton catheter no. 10 (scorten),Medical Supplies & Devices,Medical Supply,Nelaton,P-000
R-4094,Nelaton Catheter No. 14,Medical Supplies & Devices,Medical Supply,Nelaton,P-000
R-4095,Nelaton catheter no. 18 (scorten),Medical Supplies & Devices,Medical Supply,Nelaton,P-000
R-4096,Nelaton Catheter No. 20,Medical Supplies & Devices,Medical Supply,Nelaton,P-000
R-4097,Nelaton Catheter No. 8,Medical Supplies & Devices,Medical Supply,Nelaton,P-000
R-4099,Non Rebreathing Mask Pediatric,Medical Supplies & Devices,Medical Supply,Non,P-000
R-4100,Non Rebreating Mask Anak + Kantong,Medical Supplies & Devices,Medical Supply,Non,P-000
R-4101,Non Rebreating Mask dws / SU,Medical Supplies & Devices,Medical Supply,Non,P-000
R-4102,Non Rebreating Mask Dws + Kantong,Medical Supplies & Devices,Medical Supply,Non,P-000
R-4103,Nurse Cup (Topi Barier),Medical Supplies & Devices,Medical Supply,Nurse,P-000
R-4104,Object Glass (Micro Slides) 72 pcs,Medical Supplies & Devices,Medical Supply,Object,P-000
R-4105,Oco (tooth cleansing),Medical Supplies & Devices,Medical Supply,Oco,P-000
R-4106,Omnipaque 300-50ml,Injectables & Hospital Care,Vial/Injection,Omnipaque,P-000
R-4107,Omnipaque 300-20ml,Injectables & Hospital Care,Vial/Injection,Omnipaque,P-000
R-4108,Oxygen Tubing One Way,Medical Supplies & Devices,Medical Supply,Oxygen,P-000
R-4109,Opsite 15.5 cm x 8.5 cm,Medical Supplies & Devices,Medical Supply,Opsite,P-000
R-4110,Opsite 20cm x 10cm,Medical Supplies & Devices,Medical Supply,Opsite,P-000
R-4111,Opsite 25cm x 10cm,Medical Supplies & Devices,Medical Supply,Opsite,P-000
R-4112,Opsite No. 55 x 45cm,Medical Supplies & Devices,Medical Supply,Opsite,P-000
R-4113,Opsite post 6,Medical Supplies & Devices,Medical Supply,Opsite,P-000
R-4114,Optemp IIV,Medical Supplies & Devices,Medical Supply,Optemp,P-000
R-4115,Opthalmic 10-0,Medical Supplies & Devices,Medical Supply,Opthalmic,P-000
R-4116,Orotol 500gr,General Medicine,Other,Orotol,P-000
R-4117,Ortocast 3 Inch,Medical Supplies & Devices,Medical Supply,Ortocast,P-000
R-4118,Ortocast 4 Inch,Medical Supplies & Devices,Medical Supply,Ortocast,P-000
R-4119,Otoscope Reister Germany,General Medicine,Other,Otoscope,P-000
R-4120,Oxycan,General Medicine,Other,Oxycan,P-000
R-4121,Oxygen Connecting Tube 2M 31310,Medical Supplies & Devices,Medical Supply,Oxygen,P-000
R-4122,Oxymetri Pulse,Medical Supplies & Devices,Medical Supply,Oxymetri,P-000
R-4123,Papanicolaone EA50,General Medicine,Other,Papanicolaone,P-000
R-4124,Papanicolaone Harris,General Medicine,Other,Papanicolaone,P-000
R-4125,Papanicolaone OG6,General Medicine,Other,Papanicolaone,P-000
R-4126,Paper Audiometer 107 x 30,General Medicine,Other,Paper,P-000
R-4127,Paper Point 15-40,General Medicine,Other,Paper,P-000
R-4128,Paper Point 45-80,General Medicine,Other,Paper,P-000
R-4129,Paper Printer Microlab,General Medicine,Other,Paper,P-000
R-4130,Paper Printer Mitsubishi CK-900S,General Medicine,Other,Paper,P-000
R-4131,Paper Printer Spirometri,General Medicine,Other,Paper,P-000
R-4132,Paper Printer USG Sony,General Medicine,Other,Paper,P-000
R-4133,Paper Sinohero 80mm x 20m,General Medicine,Other,Paper,P-000
R-4134,Paper Spirometry 59 x 30 chestgraph,General Medicine,Other,Paper,P-000
R-4135,Paper Thermal 110 x 30mm,General Medicine,Other,Paper,P-000
R-4136,Paper Thermal 57x30 Mindray,General Medicine,Other,Paper,P-000
R-4137,Paper Thermal 60 x 30mm,General Medicine,Other,Paper,P-000
R-4138,Paper Thermal 80 x 30mm,General Medicine,Other,Paper,P-000
R-4139,Paper USG Durico 110 mmx,General Medicine,Other,Paper,P-000
R-4140,Para Film Novix 2-10,General Medicine,Other,Para,P-000
R-4141,Paraffin Liq,General Medicine,Other,Paraffin,P-000
R-4142,Paralel Y Circuit Anethesi,Medical Supplies & Devices,Medical Supply,Paralel,P-000
R-4143,Part A (Acid Bicarbonat) @ 5 liter,Medical Supplies & Devices,Medical Supply,Part,P-000
R-4144,Pastik Alkohol,Medical Supplies & Devices,Other,Pastik,P-000
R-4145,PD Cap Green ,Medical Supplies & Devices,Medical Supply,Pd,P-000
R-4146,PD Cath IV Canula 20,Medical Supplies & Devices,Medical Supply,Pd,P-000
R-4147,PD Cath IV Canula No. 22,Medical Supplies & Devices,Medical Supply,Pd,P-000
